,w1,w2,w3,w4,A,Y,Y.1,Y.0
2246,1,0,1,3,0,1,0,1
2247,1,1,1,0,0,0,0,0
2248,1,1,1,4,0,1,1,1
2249,0,0,3,1,0,1,1,1
2250,0,1,1,4,0,0,0,0
2251,1,1,1,5,1,0,0,1
2252,0,0,1,4,0,0,0,0
2253,0,0,1,5,0,1,1,1
2254,0,0,2,4,0,1,1,1
2255,1,0,1,4,0,0,0,0
2256,1,1,0,5,0,1,1,1
2257,1,1,2,1,0,0,1,0
2258,1,0,3,2,0,1,1,1
2259,1,1,3,3,1,1,1,1
2260,1,0,3,1,0,0,0,0
2261,1,0,2,1,0,1,1,1
2262,1,1,3,1,0,1,0,1
2263,1,1,0,3,0,1,1,1
2264,0,1,2,2,0,0,1,0
2265,0,1,2,0,0,1,0,1
2266,0,1,2,0,0,0,1,0
2267,0,1,1,2,0,1,1,1
2268,1,1,4,2,0,1,1,1
2269,0,1,0,3,0,0,1,0
2270,0,0,3,4,0,0,1,0
2271,0,1,1,4,0,1,1,1
2272,0,0,3,2,0,0,1,0
2273,1,1,2,2,0,0,1,0
2274,1,0,1,4,0,1,1,1
2275,0,1,0,1,0,1,1,1
2276,1,0,1,3,0,0,0,0
2277,1,0,1,1,0,1,0,1
2278,1,1,1,0,0,0,1,0
2279,0,0,4,1,0,0,1,0
2280,0,0,1,4,0,1,1,1
2281,1,0,3,2,0,0,1,0
2282,1,1,0,2,1,1,1,1
2283,0,1,1,1,0,0,0,0
2284,1,1,1,1,0,0,0,0
2285,0,0,1,1,0,0,0,0
2286,1,1,0,4,0,0,1,0
2287,0,1,4,2,0,1,1,1
2288,0,1,1,1,0,1,0,1
2289,1,1,0,2,0,1,0,1
2290,1,0,2,3,1,0,0,1
2291,0,1,3,2,0,1,0,1
2292,0,0,3,2,0,0,1,0
2293,0,0,2,3,0,1,1,1
2294,1,1,3,3,0,1,1,1
2295,1,0,2,3,0,1,0,1
2296,0,1,3,1,0,1,0,1
2297,1,0,4,3,0,0,1,0
2298,0,1,2,2,0,0,1,0
2299,1,0,0,4,0,0,1,0
2300,0,0,4,5,1,1,1,1
2301,0,1,4,5,0,1,1,1
2302,1,1,3,2,0,1,0,1
2303,0,1,4,3,1,1,1,1
2304,0,1,1,5,0,1,1,1
2305,0,0,3,1,0,0,1,0
2306,0,0,0,3,0,1,1,1
2307,0,0,0,3,0,0,1,0
2308,1,0,1,2,0,0,1,0
2309,1,0,4,2,0,0,1,0
2310,1,0,1,2,0,1,0,1
2311,1,1,2,1,0,0,1,0
2312,1,1,3,5,1,1,1,1
2313,1,1,2,0,0,1,0,1
2314,1,0,3,2,0,1,1,1
2315,1,1,2,4,0,1,1,1
2316,0,1,3,1,0,1,0,1
2317,0,1,2,2,0,1,1,1
2318,1,0,1,0,0,0,0,0
2319,1,1,1,2,0,0,1,0
2320,0,0,0,4,0,1,1,1
2321,0,0,3,1,0,0,1,0
2322,0,1,2,4,0,1,1,1
2323,0,1,2,1,0,0,1,0
2324,1,1,3,4,1,1,1,1
2325,0,0,2,2,0,0,0,0
2326,0,0,2,2,0,0,0,0
2327,0,1,3,0,0,1,0,1
2328,0,1,3,2,0,1,1,1
2329,0,0,1,4,0,1,0,1
2330,0,1,1,2,0,1,1,1
2331,0,0,3,4,1,1,1,1
2332,0,0,3,1,0,1,0,1
2333,0,0,2,1,0,0,1,0
2334,1,1,2,1,0,0,1,0
2335,0,1,0,1,0,0,1,0
2336,1,1,4,3,0,1,1,1
2337,1,0,3,3,0,0,0,0
2338,0,1,1,3,0,1,1,1
2339,0,1,2,1,0,0,1,0
2340,0,0,2,2,0,1,1,1
2341,1,1,2,2,0,0,0,0
2342,0,1,1,2,0,1,0,1
2343,1,0,3,4,0,0,0,0
2344,0,1,3,2,0,1,1,1
2345,0,1,2,2,0,1,1,1
2346,0,0,3,0,0,0,1,0
2347,0,1,2,4,0,0,1,0
2348,0,1,3,0,0,0,1,0
2349,1,0,2,5,0,1,1,1
2350,0,0,4,2,0,1,1,1
2351,1,1,2,2,0,1,1,1
2352,1,0,0,4,0,1,1,1
2353,1,1,4,4,1,1,1,1
2354,1,0,1,3,0,0,0,0
2355,1,0,0,3,0,0,0,0
2356,1,1,3,5,1,1,1,1
2357,0,0,3,0,0,0,1,0
2358,1,0,1,0,0,0,1,0
2359,0,1,0,0,0,0,1,0
2360,1,1,1,4,1,1,1,1
2361,0,1,2,4,0,1,1,1
2362,1,1,4,2,0,0,1,0
2363,0,1,4,3,0,1,0,1
2364,1,0,1,0,0,0,0,0
2365,1,1,4,4,0,1,1,1
2366,1,1,3,1,0,1,0,1
2367,0,0,2,3,0,0,1,0
2368,0,0,2,4,0,1,1,1
2369,1,0,1,4,0,1,1,1
2370,0,1,1,5,1,0,0,1
2371,1,0,3,4,0,0,0,0
2372,0,0,1,3,0,1,0,1
2373,1,0,3,4,0,0,1,0
2374,1,1,1,2,0,0,0,0
2375,0,1,4,3,0,1,1,1
2376,0,1,4,3,1,1,1,1
2377,1,1,2,3,0,1,1,1
2378,0,0,1,5,0,0,1,0
2379,1,1,1,4,0,1,1,1
2380,0,1,2,1,0,0,1,0
2381,1,1,2,4,0,1,1,1
2382,1,0,4,3,0,1,1,1
2383,0,0,3,1,0,1,1,1
2384,0,1,1,3,1,1,1,0
2385,1,1,1,4,0,1,0,1
2386,1,0,2,4,0,0,1,0
2387,1,0,1,3,0,1,0,1
2388,0,0,2,0,0,0,1,0
2389,0,0,0,2,0,1,1,1
2390,1,1,0,2,0,0,1,0
2391,1,0,1,1,0,0,0,0
2392,0,1,1,2,0,0,1,0
2393,1,1,3,4,0,1,1,1
2394,0,1,3,1,0,0,1,0
2395,0,1,4,3,0,1,1,1
2396,0,0,1,2,0,1,1,1
2397,1,1,1,4,0,1,1,1
2398,0,1,3,4,1,1,1,1
2399,1,1,0,4,0,0,1,0
2400,1,1,1,3,0,1,1,1
2401,0,0,2,5,0,1,1,1
2402,0,1,1,4,0,1,1,1
2403,1,1,4,0,0,0,1,0
2404,1,0,4,4,0,1,1,1
2405,1,1,2,0,0,0,1,0
2406,0,1,2,4,0,1,1,1
2407,0,1,2,4,1,1,1,1
2408,0,1,0,5,0,1,1,1
2409,0,0,1,0,0,0,1,0
2410,0,1,0,0,0,0,0,0
2411,0,0,2,3,0,0,1,0
2412,1,1,3,1,0,1,1,1
2413,1,1,1,1,0,1,1,1
2414,0,1,1,0,0,0,1,0
2415,1,1,4,4,0,0,1,0
2416,0,1,2,4,0,1,1,1
2417,0,0,0,3,0,0,0,0
2418,0,1,2,0,0,0,1,0
2419,0,1,3,2,1,1,1,1
2420,1,1,3,3,1,1,1,0
2421,1,1,3,0,0,1,0,1
2422,0,1,3,2,0,1,1,1
2423,0,0,3,5,0,1,0,1
2424,0,1,2,4,0,1,1,1
2425,0,0,0,1,0,0,1,0
2426,0,1,4,0,0,0,1,0
2427,1,1,1,2,0,1,1,1
2428,0,1,4,2,0,1,1,1
2429,0,1,3,3,1,1,1,0
2430,0,1,2,0,0,1,1,1
2431,1,0,3,2,0,0,0,0
2432,0,1,2,3,0,1,1,1
2433,0,0,2,2,0,0,1,0
2434,1,1,2,0,0,0,1,0
2435,1,1,3,2,0,1,1,1
2436,1,1,1,1,0,1,1,1
2437,0,1,3,3,0,1,1,1
2438,1,0,3,5,0,0,1,0
2439,0,1,0,3,0,1,1,1
2440,1,1,1,0,0,1,1,1
2441,1,1,1,2,0,1,1,1
2442,1,1,4,1,0,0,1,0
2443,1,1,3,1,0,1,1,1
2444,1,1,1,3,0,0,1,0
2445,1,1,1,5,1,1,1,1
2446,1,0,4,2,0,1,1,1
2447,1,1,3,2,0,1,1,1
2448,0,1,1,4,1,0,0,0
2449,0,1,1,3,0,0,1,0
2450,0,0,1,3,0,0,0,0
2451,1,0,1,3,0,0,0,0
2452,1,0,2,2,0,1,1,1
2453,0,0,0,0,0,0,1,0
2454,1,0,1,1,0,0,1,0
2455,1,0,3,5,0,1,1,1
2456,1,1,2,3,0,0,1,0
2457,0,0,1,1,0,1,0,1
2458,1,0,0,3,0,0,1,0
2459,0,0,4,2,0,1,0,1
2460,0,0,0,3,0,1,0,1
2461,1,1,1,3,0,0,1,0
2462,0,1,0,3,0,1,1,1
2463,1,1,1,4,0,0,1,0
2464,1,1,4,1,0,1,0,1
2465,1,0,0,4,0,0,1,0
2466,0,1,1,1,0,0,1,0
2467,1,0,1,3,0,1,1,1
2468,1,1,3,5,1,1,1,1
2469,1,0,4,4,0,0,1,0
2470,1,0,0,3,0,0,0,0
2471,1,1,1,1,0,0,1,0
2472,0,1,2,4,0,1,1,1
2473,0,0,1,3,0,1,1,1
2474,1,1,3,1,0,1,1,1
2475,0,1,1,2,0,1,1,1
2476,0,1,1,5,0,1,1,1
2477,0,0,2,2,0,1,1,1
2478,1,1,2,1,1,1,1,0
2479,0,1,2,5,1,1,1,1
2480,1,0,3,2,0,0,1,0
2481,1,1,2,1,0,1,1,1
2482,1,1,2,3,1,1,1,1
2483,0,1,2,1,0,1,1,1
2484,1,1,2,3,0,1,1,1
2485,1,1,1,0,0,1,0,1
2486,1,1,4,3,1,1,1,1
2487,1,1,3,4,1,1,1,0
2488,0,0,3,3,0,1,0,1
2489,1,1,3,5,1,1,1,0
2490,0,1,1,5,0,1,1,1
2491,0,1,1,2,0,0,1,0
2492,0,1,1,5,0,1,1,1
2493,0,1,3,3,0,1,1,1
2494,1,0,1,3,0,0,1,0
2495,0,0,2,1,1,1,1,1
2496,1,1,1,1,0,1,1,1
2497,0,0,2,3,0,1,1,1
2498,1,1,0,2,0,0,0,0
2499,0,0,0,4,0,1,1,1
2500,1,1,3,3,1,1,1,1
2501,1,0,0,4,0,0,0,0
2502,1,1,2,1,0,0,1,0
2503,0,0,1,4,0,1,0,1
2504,0,1,2,1,0,1,1,1
2505,0,1,3,3,0,1,1,1
2506,0,1,3,4,0,0,1,0
2507,1,1,4,4,0,0,1,0
2508,0,1,3,3,0,1,1,1
2509,1,1,3,4,0,1,1,1
2510,1,0,2,3,0,1,0,1
2511,0,1,3,4,0,1,1,1
2512,1,1,3,3,1,1,1,1
2513,0,1,4,2,0,1,1,1
2514,0,1,1,4,1,0,0,1
2515,0,1,3,4,0,1,1,1
2516,1,1,0,5,1,1,1,1
2517,0,1,2,4,1,1,1,1
2518,0,0,3,1,0,1,1,1
2519,0,1,1,0,0,0,1,0
2520,1,0,3,2,1,0,0,0
2521,1,1,3,1,1,1,1,1
2522,0,1,2,1,0,0,1,0
2523,1,1,3,1,0,1,1,1
2524,0,1,2,2,1,1,1,1
2525,1,1,2,5,1,1,1,1
2526,1,1,0,4,0,0,1,0
2527,1,0,1,4,0,1,0,1
2528,0,1,4,3,1,1,1,1
2529,0,1,1,3,0,1,1,1
2530,0,0,1,3,1,1,1,1
2531,0,0,1,0,0,0,1,0
2532,1,1,1,3,1,1,1,1
2533,0,1,1,0,0,0,1,0
2534,0,0,4,2,0,1,1,1
2535,1,1,4,2,0,1,1,1
2536,1,1,2,0,0,1,1,1
2537,1,0,3,4,0,1,0,1
2538,0,1,1,5,1,1,1,1
2539,1,1,1,4,0,0,1,0
2540,1,1,0,4,0,1,1,1
2541,0,0,1,1,0,0,0,0
2542,1,1,3,2,0,0,1,0
2543,1,0,3,3,0,1,1,1
2544,1,1,4,2,0,1,1,1
2545,0,0,1,0,0,0,0,0
2546,1,0,1,1,0,0,1,0
2547,0,1,4,1,0,1,1,1
2548,1,1,0,2,0,0,1,0
2549,1,0,1,1,0,0,1,0
2550,1,1,3,2,0,1,1,1
2551,1,1,4,1,0,1,1,1
2552,1,1,2,2,0,0,1,0
2553,0,1,1,5,1,1,1,1
2554,1,0,3,3,0,1,0,1
2555,0,1,1,3,0,0,1,0
2556,1,1,2,1,0,1,1,1
2557,1,1,0,4,1,0,0,1
2558,1,1,4,4,0,1,1,1
2559,0,1,3,2,0,0,0,0
2560,1,1,3,1,0,1,1,1
2561,1,1,0,2,0,1,0,1
2562,1,0,3,1,0,1,1,1
2563,0,1,2,3,0,1,0,1
2564,1,1,3,3,0,0,1,0
2565,1,0,0,3,0,1,0,1
2566,0,0,1,5,0,0,1,0
2567,1,1,1,3,1,1,1,1
2568,0,1,4,1,0,1,1,1
2569,0,1,2,4,1,1,1,1
2570,0,1,0,1,0,0,1,0
2571,1,1,1,3,0,0,1,0
2572,1,0,3,1,0,0,0,0
2573,1,1,3,5,1,1,1,0
2574,0,0,3,0,0,0,1,0
2575,1,0,4,2,0,1,1,1
2576,0,1,1,0,0,0,0,0
2577,0,1,3,4,1,1,1,1
2578,0,1,3,1,0,0,1,0
2579,0,1,4,5,1,1,1,1
2580,0,1,1,5,1,1,1,1
2581,0,1,1,3,0,1,0,1
2582,1,0,2,2,0,0,1,0
2583,0,1,3,2,0,0,1,0
2584,1,1,0,4,1,0,0,1
2585,1,1,4,2,0,0,1,0
2586,1,1,2,2,0,1,1,1
2587,1,0,1,1,0,1,1,1
2588,1,1,3,1,0,1,0,1
2589,0,1,0,3,1,1,1,1
2590,1,1,3,2,0,1,1,1
2591,0,0,3,1,0,0,1,0
2592,0,0,2,1,0,0,0,0
2593,0,1,1,4,0,1,1,1
2594,1,1,2,4,0,1,1,1
2595,1,1,1,0,0,0,1,0
2596,0,1,1,1,0,0,0,0
2597,0,1,3,3,0,1,1,1
2598,1,1,4,5,0,0,1,0
2599,1,1,4,2,0,1,1,1
2600,1,1,2,2,0,0,0,0
2601,1,1,2,1,0,1,1,1
2602,0,0,3,2,0,1,1,1
2603,1,1,2,3,0,1,1,1
2604,1,1,4,3,0,0,1,0
2605,1,0,3,1,0,0,0,0
2606,1,1,1,4,0,1,1,1
2607,0,1,2,1,0,1,1,1
2608,1,1,2,5,1,1,1,1
2609,1,1,2,0,1,1,1,0
2610,0,0,2,4,1,0,0,1
2611,0,0,4,4,0,1,1,1
2612,0,1,2,1,0,0,1,0
2613,1,1,1,2,0,0,1,0
2614,0,1,2,4,0,1,1,1
2615,1,1,2,2,0,0,1,0
2616,1,0,1,4,0,1,1,1
2617,0,1,0,1,0,1,1,1
2618,1,1,2,2,0,0,0,0
2619,1,1,2,5,1,1,1,1
2620,1,0,2,2,0,1,1,1
2621,1,1,2,2,1,1,1,1
2622,1,1,2,0,0,1,0,1
2623,1,1,2,3,0,1,1,1
2624,1,0,2,2,0,0,1,0
2625,0,1,3,1,0,1,1,1
2626,0,1,3,2,0,0,0,0
2627,0,1,0,2,0,0,1,0
2628,1,0,1,2,0,0,1,0
2629,0,1,2,1,0,1,1,1
2630,1,0,3,4,0,1,1,1
2631,0,1,1,1,0,0,0,0
2632,0,1,1,0,0,1,0,1
2633,1,1,1,1,0,1,0,1
2634,0,1,0,3,0,0,1,0
2635,0,1,0,0,0,1,0,1
2636,1,1,2,0,0,1,1,1
2637,0,1,2,0,0,0,0,0
2638,1,0,3,1,0,1,1,1
2639,0,0,1,2,0,0,1,0
2640,1,1,0,2,0,1,0,1
2641,0,1,2,2,0,1,1,1
2642,0,1,1,1,0,0,0,0
2643,0,1,4,1,0,1,1,1
2644,0,0,1,3,0,0,1,0
2645,1,0,1,2,0,0,0,0
2646,1,0,2,3,0,0,1,0
2647,1,0,0,1,0,1,1,1
2648,0,0,1,2,0,0,1,0
2649,1,1,3,1,1,1,1,1
2650,1,0,1,1,0,0,0,0
2651,1,1,3,3,0,0,1,0
2652,0,0,1,4,0,1,1,1
2653,1,1,1,1,0,0,1,0
2654,1,1,2,4,0,1,1,1
2655,0,0,2,4,0,0,1,0
2656,0,1,0,4,0,1,1,1
2657,1,0,2,2,0,1,0,1
2658,0,1,1,4,0,1,1,1
2659,0,1,2,4,1,1,1,1
2660,0,1,0,2,1,1,1,0
2661,0,1,0,5,1,1,1,1
2662,0,1,3,4,1,1,1,1
2663,0,0,3,3,0,0,1,0
2664,0,1,2,4,1,1,1,1
2665,0,0,0,2,0,1,1,1
2666,1,1,0,5,1,1,1,1
2667,1,1,2,3,0,1,1,1
2668,0,1,1,1,0,0,1,0
2669,0,1,1,1,0,0,0,0
2670,0,1,4,5,1,1,1,1
2671,1,1,0,5,0,1,1,1
2672,1,0,3,5,1,1,1,0
2673,0,1,2,5,1,1,1,1
2674,1,0,2,2,0,0,1,0
2675,1,1,3,4,1,1,1,1
2676,0,0,2,1,0,0,0,0
2677,1,1,4,3,0,1,1,1
2678,0,1,0,1,0,0,1,0
2679,1,1,1,4,0,1,1,1
2680,0,1,1,4,1,1,1,1
2681,1,0,2,1,0,0,1,0
2682,1,0,2,5,1,1,1,1
2683,0,1,1,1,0,0,1,0
2684,1,1,2,2,0,1,1,1
2685,0,1,1,2,0,1,1,1
2686,0,1,4,2,0,1,1,1
2687,1,0,3,4,0,0,1,0
2688,0,0,0,1,0,0,1,0
2689,0,0,2,5,0,0,1,0
2690,0,1,3,4,1,1,1,0
2691,1,1,4,4,1,1,1,1
2692,1,0,1,2,0,1,1,1
2693,1,0,4,4,0,1,1,1
2694,0,1,0,2,0,0,1,0
2695,1,0,3,0,0,0,1,0
2696,0,1,2,4,0,1,1,1
2697,0,1,1,1,0,0,0,0
2698,1,0,2,1,0,0,1,0
2699,1,0,4,1,0,0,1,0
2700,0,1,1,0,0,0,1,0
2701,0,1,1,1,0,0,1,0
2702,0,1,4,4,1,0,0,1
2703,0,1,1,1,0,1,0,1
2704,1,0,4,2,0,0,0,0
2705,1,0,3,3,0,1,1,1
2706,0,1,1,2,0,1,1,1
2707,1,1,3,3,0,1,1,1
2708,0,1,4,2,0,0,1,0
2709,0,1,2,5,0,1,1,1
2710,1,0,0,1,0,0,1,0
2711,1,1,4,2,1,1,1,1
2712,0,1,2,1,0,1,1,1
2713,0,1,3,1,0,1,1,1
2714,1,0,2,1,0,0,0,0
2715,1,0,1,2,0,1,1,1
2716,1,0,2,2,0,1,1,1
2717,1,1,3,1,0,0,0,0
2718,1,1,2,1,0,1,1,1
2719,0,1,2,3,0,1,1,1
2720,1,1,1,4,0,0,1,0
2721,1,0,0,5,1,0,0,1
2722,0,0,0,3,0,1,1,1
2723,1,1,2,2,0,1,0,1
2724,0,0,4,1,0,1,1,1
2725,1,1,1,5,1,1,1,1
2726,0,1,2,2,0,1,1,1
2727,0,0,3,4,0,1,1,1
2728,0,0,1,4,0,1,1,1
2729,1,1,3,0,0,0,1,0
2730,0,0,3,1,0,0,1,0
2731,1,0,3,2,0,0,1,0
2732,1,0,4,5,0,0,1,0
2733,0,1,1,1,0,0,1,0
2734,1,1,1,3,0,0,0,0
2735,0,0,0,3,0,0,1,0
2736,1,1,1,2,0,1,1,1
2737,1,0,1,3,0,0,0,0
2738,0,1,1,4,0,1,1,1
2739,0,0,3,1,0,0,1,0
2740,1,1,3,4,1,1,1,1
2741,0,1,1,1,0,0,1,0
2742,1,1,2,5,1,1,1,1
2743,1,1,0,4,1,1,1,0
2744,0,1,3,5,0,0,1,0
2745,1,1,1,5,0,1,1,1
2746,1,1,4,5,1,1,1,1
2747,0,1,3,2,0,0,1,0
2748,1,0,0,2,0,0,0,0
2749,1,0,2,4,0,0,1,0
2750,1,1,1,2,0,1,1,1
2751,0,0,2,0,0,1,0,1
2752,1,0,3,5,0,1,1,1
2753,1,1,3,4,0,1,1,1
2754,1,0,1,1,0,0,1,0
2755,0,0,3,4,1,1,1,1
2756,1,0,1,2,0,0,1,0
2757,0,0,2,2,0,1,1,1
2758,0,0,3,3,0,0,1,0
2759,1,1,3,3,1,1,1,0
2760,0,1,2,1,0,1,0,1
2761,1,0,2,2,0,1,1,1
2762,1,1,2,1,0,0,1,0
2763,0,1,0,3,0,0,1,0
2764,0,1,4,3,0,1,1,1
2765,0,0,2,0,0,1,1,1
2766,0,1,0,0,0,1,0,1
2767,1,0,4,1,0,0,1,0
2768,0,1,4,3,0,1,1,1
2769,1,1,2,5,1,1,1,1
2770,0,1,1,5,1,0,0,0
2771,0,0,2,0,0,0,1,0
2772,0,0,0,3,0,1,0,1
2773,1,0,3,5,0,1,1,1
2774,1,1,4,1,0,1,0,1
2775,1,1,1,1,0,1,1,1
2776,1,1,3,2,0,0,0,0
2777,0,0,2,5,0,0,1,0
2778,1,1,3,1,0,1,1,1
2779,1,1,3,3,0,1,1,1
2780,0,1,1,4,0,1,1,1
2781,0,0,1,1,0,1,0,1
2782,1,1,1,4,0,1,1,1
2783,1,1,2,3,0,1,1,1
2784,0,1,0,4,1,1,1,0
2785,0,1,2,3,0,1,0,1
2786,0,1,3,4,0,1,1,1
2787,0,1,1,2,0,1,1,1
2788,0,0,1,3,0,1,1,1
2789,1,1,1,3,0,0,1,0
2790,1,1,1,5,1,1,1,1
2791,0,1,4,2,0,0,1,0
2792,1,0,2,1,0,0,1,0
2793,0,1,2,3,0,0,1,0
2794,1,0,2,0,0,0,1,0
2795,1,0,2,3,1,1,1,0
2796,0,0,0,3,0,0,0,0
2797,1,1,1,5,0,1,1,1
2798,0,0,2,1,0,1,0,1
2799,0,1,1,2,0,0,1,0
2800,0,0,3,4,0,1,1,1
2801,0,1,0,3,1,1,1,0
2802,1,0,3,2,0,1,0,1
2803,1,1,2,5,1,1,1,1
2804,0,1,4,0,0,1,0,1
2805,1,1,0,0,0,1,0,1
2806,1,0,3,3,0,0,1,0
2807,0,1,3,0,0,1,1,1
2808,1,1,0,4,0,1,1,1
2809,0,1,1,5,1,1,1,1
2810,0,0,3,0,0,1,0,1
2811,0,1,1,1,0,0,1,0
2812,0,1,1,0,0,0,0,0
2813,0,1,2,3,0,1,1,1
2814,0,0,2,0,0,0,0,0
2815,0,0,2,2,0,0,0,0
2816,1,1,0,2,0,0,1,0
2817,0,0,2,4,0,1,0,1
2818,1,0,1,1,0,0,1,0
2819,0,1,0,2,0,0,1,0
2820,1,0,3,1,0,0,1,0
2821,0,0,2,4,0,1,1,1
2822,1,1,1,3,0,0,1,0
2823,0,1,3,2,0,0,1,0
2824,0,1,1,3,0,0,0,0
2825,1,0,3,5,0,0,0,0
2826,0,1,3,3,1,1,1,0
2827,1,1,3,3,0,1,1,1
2828,0,0,3,3,0,1,1,1
2829,0,0,3,1,0,0,1,0
2830,1,0,2,1,0,1,0,1
2831,1,1,4,3,1,1,1,1
2832,0,1,3,1,0,1,1,1
2833,0,0,1,5,0,0,1,0
2834,1,1,0,4,1,1,1,0
2835,0,1,3,4,1,1,1,1
2836,1,1,2,2,0,1,1,1
2837,1,0,1,4,0,0,1,0
2838,1,1,1,3,0,1,1,1
2839,0,1,1,3,0,0,1,0
2840,1,1,3,5,1,1,1,1
2841,0,0,3,4,0,1,1,1
2842,0,1,2,1,0,1,1,1
2843,1,0,4,4,0,1,0,1
2844,0,1,3,5,1,1,1,1
2845,0,1,2,2,1,1,1,1
2846,0,1,3,5,0,1,1,1
2847,0,1,3,2,0,1,1,1
2848,0,1,2,2,0,1,1,1
2849,1,1,1,1,0,0,1,0
2850,0,1,1,3,1,1,1,0
2851,0,0,4,4,0,0,1,0
2852,1,0,1,0,0,0,0,0
2853,0,1,0,1,0,1,1,1
2854,0,0,2,3,0,1,0,1
2855,1,1,1,1,0,0,1,0
2856,0,1,1,1,0,1,0,1
2857,0,0,2,4,0,0,1,0
2858,0,1,3,5,0,1,1,1
2859,1,1,2,1,0,1,1,1
2860,1,1,1,3,0,0,1,0
2861,1,0,3,0,1,1,1,1
2862,0,0,0,5,0,0,1,0
2863,1,0,3,4,0,0,1,0
2864,0,1,0,2,1,0,0,1
2865,1,0,1,4,0,0,1,0
2866,1,0,3,3,0,1,1,1
2867,0,0,2,3,0,1,0,1
2868,1,0,3,1,0,0,0,0
2869,0,0,2,1,0,0,0,0
2870,0,0,2,1,0,1,1,1
2871,1,1,3,4,1,1,1,1
2872,1,1,2,4,0,1,1,1
2873,1,1,2,2,0,1,0,1
2874,0,1,2,4,0,0,1,0
2875,1,0,4,3,0,0,1,0
2876,1,1,2,3,0,1,1,1
2877,0,1,4,2,0,1,1,1
2878,1,1,2,3,1,1,1,1
2879,1,1,3,3,0,1,1,1
2880,1,1,3,3,1,1,1,1
2881,1,1,3,0,0,0,0,0
2882,0,1,4,3,0,1,1,1
2883,1,0,3,3,0,0,1,0
2884,1,1,2,0,0,0,1,0
2885,1,0,3,2,0,1,1,1
2886,0,1,1,4,1,1,1,0
2887,0,1,4,3,1,1,1,0
2888,1,1,4,1,0,1,1,1
2889,1,1,3,5,1,1,1,1
2890,1,1,2,1,0,1,1,1
2891,0,1,2,1,0,1,1,1
2892,1,0,3,1,0,0,0,0
2893,1,1,2,1,0,1,1,1
2894,1,1,1,1,0,1,1,1
2895,1,1,4,3,0,0,1,0
2896,0,0,2,2,0,1,1,1
2897,1,0,1,2,0,1,1,1
2898,0,1,2,4,1,1,1,1
2899,0,1,3,1,0,1,1,1
2900,0,0,1,2,0,1,1,1
2901,1,1,3,1,0,1,0,1
2902,1,1,3,2,0,0,1,0
2903,0,1,1,1,1,1,1,1
2904,1,1,2,5,1,1,1,1
2905,0,0,0,5,0,0,0,0
2906,0,1,2,5,1,1,1,1
2907,1,1,2,4,1,1,1,1
2908,1,0,3,4,0,1,1,1
2909,0,1,4,0,0,1,1,1
2910,0,0,0,2,0,1,1,1
2911,1,1,2,2,0,1,1,1
2912,0,0,1,3,0,0,1,0
2913,1,1,0,1,0,0,1,0
2914,0,1,2,1,0,0,1,0
2915,0,1,3,5,0,1,1,1
2916,0,1,2,0,0,0,0,0
2917,1,1,0,4,0,0,1,0
2918,0,1,3,3,0,1,1,1
2919,1,1,1,3,0,1,1,1
2920,0,0,1,2,0,0,1,0
2921,1,0,1,1,0,0,1,0
2922,1,1,4,3,0,1,0,1
2923,0,0,2,3,0,1,1,1
2924,0,1,1,3,1,1,1,1
2925,0,0,1,3,0,0,1,0
2926,1,0,0,0,0,1,1,1
2927,1,1,4,4,1,1,1,1
2928,0,1,4,2,0,1,1,1
2929,0,1,0,1,0,0,1,0
2930,1,0,1,1,0,1,0,1
2931,1,1,4,4,1,1,1,0
2932,0,0,3,5,0,1,1,1
2933,0,0,2,4,0,0,0,0
2934,1,1,3,3,1,0,0,0
2935,0,1,4,3,1,1,1,1
2936,1,0,1,3,0,1,0,1
2937,1,1,2,1,0,1,1,1
2938,0,0,0,0,0,0,1,0
2939,0,1,0,4,1,1,1,1
2940,1,0,3,2,0,0,1,0
2941,0,1,3,2,0,1,1,1
2942,0,1,2,4,0,1,1,1
2943,0,0,3,2,0,0,1,0
2944,0,0,4,4,0,0,1,0
2945,1,0,3,4,0,1,0,1
2946,0,1,4,1,0,1,1,1
2947,1,0,4,2,0,1,1,1
2948,1,1,1,4,0,0,1,0
2949,0,0,0,0,0,1,1,1
2950,0,1,3,1,0,1,1,1
2951,0,1,0,1,0,1,1,1
2952,1,1,0,1,0,0,1,0
2953,0,0,2,1,0,1,1,1
2954,0,0,0,2,0,0,0,0
2955,0,1,3,3,1,1,1,1
2956,0,1,2,2,0,0,1,0
2957,1,0,3,3,0,0,1,0
2958,1,1,1,2,0,0,1,0
2959,0,1,2,2,0,1,1,1
2960,0,0,4,4,0,0,1,0
2961,1,1,4,1,0,1,1,1
2962,1,1,4,3,0,0,1,0
2963,0,1,3,4,0,1,1,1
2964,1,1,4,2,0,1,1,1
2965,1,1,2,4,0,1,1,1
2966,1,1,2,5,1,1,1,1
2967,1,1,2,3,0,1,1,1
2968,0,1,2,0,0,1,1,1
2969,1,0,1,1,0,0,0,0
2970,1,1,4,2,0,0,1,0
2971,1,1,2,4,0,1,1,1
2972,1,1,2,5,1,1,1,1
2973,1,0,2,5,0,1,1,1
2974,0,0,1,1,0,0,0,0
2975,0,1,2,1,0,0,0,0
2976,1,1,2,1,0,1,1,1
2977,0,1,4,5,1,1,1,1
2978,1,1,2,5,1,1,1,1
2979,0,0,4,2,0,1,1,1
2980,0,0,4,2,0,1,1,1
